-2.36260, 52.30752, The Manor Arms Country Inn, GB-Abberley, +44 1299 896507
-1.97896, 51.86675, The Kilkeney Inn, GB-Andoversford, +44 1242 820341
-1.77539, 54.10526, The Sportsman's Arms, GB-Wath in Nidderdale, +44 1423 711306
-0.77084, 52.65133, The Blue Ball, GB-Braunston, +44 1572 722135
-2.24717, 50.62622, The Castle Inn, GB-West Lulworth, +44 1929 400311
-1.73596, 53.29803, The Queen Anne, GB-Great Hucklow, +44 1298 871246
-3.52379, 50.77385, The Agricultural Inn, GB-Brampford Speke, +44 1392 841868
-2.29209, 54.00774, The Plough Inn, GB-Wigglesworth, +44 1729 840243
-2.41529, 53.88877, The Lower Buck Inn, GB-Waddington, +44 1200 423342
1.19085, 52.54402, The Bird in Hand, GB-Wreningham, +44 1508 489438
-1.63869, 52.00907, The Fox and Hounds, GB-Great Wolford, +44 1608 674220
-1.31376, 52.01616, The Red Lion Hotel, GB-Adderbury, +44 1295 810269
-0.44076, 52.52697, The Falcon, GB-Fotheringhay, +44 1832 226254
-2.82447, 54.34906, The Sun, GB-Crook, +44 1539 821351
-5.13571, 50.09263, The Shipwright Arms, GB-Helford, +44 1326 231235
-0.55024, 51.02937, The Half Moon, GB-Kirdford, +44 1403 820223
-0.50412, 51.26242, The Onslow Arms Inn, GB-West Clandon, +44 1483 222764
-0.72605, 52.95325, The Welby Arms, GB-Allington, +44 1400 281361
-1.00541, 52.80804, The Crown, GB-Old Dalby, +44 1664 823134
0.27641, 51.36711, The Rising Sun Inn, GB-Fawkham, +44 1474 872291
-1.86292, 52.03587, The Broadway Hotel, GB-Broadway, +44 1386 852401
-1.79000, 51.74433, The New Inn, GB-Coln St Aldwyns, +44 1285 750651
-3.27741, 50.83502, The Drewe Arms, GB-Broadhembury, +44 1404 841267
-1.81116, 55.08786, The Highlander, GB-Belsay, +44 1661 881220
-1.50998, 54.04346, The Malt Shovel, GB-Brearton, +44 1423 862929
0.98306, 51.31526, The Dove Inn, GB-Dargate, +44 1227 751360
-0.64216, 52.91412, The Blue Pig, GB-Grantham, +44 1476 563704
-2.75821, 51.02561, The Devonshire Angel, GB-Long Sutton, +44 1458 241271
-2.63660, 52.56148, The Wenlock Edge Inn, GB-Wenlock Edge, +44 1746 785678
-3.80898, 50.29853, The Church House Inn, GB-Churchstow, +44 1548 852237
-1.50584, 51.67788, The Lamb Inn, GB-Buckland, +44 1367 870484
-0.75760, 51.72580, The Rising Sun, GB-Little Hampden, +44 1494 488360
-0.54805, 53.15025, The Thorold Arms, GB-Harmston, +44 1522 720358
0.03409, 50.99274, The Griffin, GB-Fleching, +44 1825 722890
-0.46882, 52.36804, The Pheasant, GB-Keyston, +44 1832 710241
-1.63253, 53.28439, The Chequers Inn, GB-Froggartt, +44 1433 630231
-0.96446, 54.29569, The Plough Inn, GB-Fadmoor, +44 1751 431515
-3.73683, 50.58149, The Rock Inn, GB-Haytor Vale, +44 1364 661242
-0.73860, 50.90928, The Fox Goes Free, GB-Charlton, +44 1243 811461
-3.86103, 50.38677, The Ship Inn, GB-Ugborough, +44 1752 892565
-0.93014, 52.28917, Spencer Arms, GB-Chapel Brampton, +44 1604 842237
-1.29903, 54.36785, The Three Tuns Inn, GB-Osmotherley, +44 1609 883301
-2.31101, 53.25841, The Dog Inn, GB-Knutsford, +44 1625 861421
-0.16687, 51.51966, The Chapel, GB-Regents Park, +44 20 7402 9220
0.67931, 52.14047, The Crown, GB-Hartest, +44 1284 830250
-2.10125, 51.08023, The Beckford Arms, GB-Fonthill Gifford, +44 1747 870385
-0.28692, 51.48835, The Bulls Head, GB-Chiswick, +44 20 8994 1204
-0.11055, 51.50256, The Fire Station, GB-Bermondsey, +44 20 7620 2226
-0.77316, 51.97330, The Crooked Billet, GB-Newton Longville, +44 1908 373936
-2.47449, 51.18777, The Strode Arms, GB-West Cranmore, +44 1749 880450
-0.28835, 52.48787, The Bell Inn, GB-Stilton, +44 1733 241066
-0.09839, 51.53463, The Duke Of Cambridge, GB-Islington, +44 20 7359 1877
-2.19699, 51.17901, The Bath Arms, GB-Crockerton, +44 1985 212262
-1.90748, 53.60997, The Olive Branch, GB-Marsden, +44 1484 844487
-0.98086, 54.20461, The Royal Oak Inn, GB-Nunnington, +44 1439 748271
-2.12793, 51.09437, The Lamb, GB-Hindon, +44 1747 820573
0.72561, 52.94516, The Hoste Arms, GB-Burnham Market, +44 1382 738777
-0.86088, 51.23427, The Hampshire Arms, GB-Crondall, +44 1252 850418
-1.48364, 52.83972, The John Thompson, GB-Stanton by Bridge, +44 1332 862469
-1.89956, 51.15381, The Boot Inn, GB-Berwick St James, +44 1722 790243
-1.17147, 51.05134, The Flowerpots, GB-Cheriton, +44 1962 771318
-4.03232, 50.89146, The Union Inn, GB-Dolton, +44 1805 804633
-1.10899, 50.79246, The Spice Island Inn, GB-Portsmouth, +44 23 9287 0543
-0.66529, 52.71241, The Sun Inn, GB-Cottiesmore, +44 1572 812321
-2.51550, 51.08833, The Horse Pound Inn, GB-Castle Cary, +44 1963 350318
-3.06781, 50.79911, The Tuckers Arms, GB-Dalwood, +44 1404 881342
-1.20053, 51.51310, The Bell, GB-Aldworth, +44 1635 578272
-1.56812, 54.04009, The Boar's Head Hotel, GB-Ripley, +44 1423 771888
-2.30112, 51.33895, The Inn at Freshford, GB-Freshford, +44 1225 722250
-0.51831, 52.81146, The Coachman, GB-Corby Glen, +44 1476 550316
-2.44490, 51.15038, The Three Horse Shoes, GB-Batcombe, +44 1749 850359
-1.83624, 53.14526, Staffordshire Knot, GB-Sheen, +44 1298 84329
-0.97537, 52.01400, The Wheatsheaf, GB-Maids Moreton, +44 1280 815433
-3.03787, 54.43448, The Britannia, GB-Elterwater, +44 1539 437210
-2.65938, 50.69587, The Crowne Inn, GB-Puncknowle, +44 1308 897711
-1.60297, 53.20359, The Devonshire Arms, GB-Beeley, +44 1629 733259
-0.74821, 52.90700, The Rutland Arms, GB-Woolsthorpe, +44 1476 870111
-2.05451, 54.84809, The Lorde Crewe Arms, GB-Blanchland, +44 1434 675251
-2.73787, 50.80795, The Bridge House, GB-Beaminster, +44 1308 862200
-0.99706, 53.18830, The Durham Ox, GB-Wellow, +44 1623 861026
-2.19297, 51.22970, The Angel Inn, GB-Upton Scudamore, +44 1985 213225
-2.05687, 50.63856, The Bankes Arms Hotel, GB-Corfe Castle, +44 1929 480206
-0.10406, 51.52167, The Jerusalem Tavern, GB-Clarkenwell, +44 20 7490 4281
-0.15072, 51.54001, The Engineer, GB-Regents Park, +44 20 7722 0950
-3.20776, 51.11203, The Blue Ball, GB-Triscombe, +44 1984 618242
-1.84199, 53.13106, The Manifold Inn, GB-Hulme End, +44 1298 84537
-2.61783, 53.07188, The Thatch, GB-Faddiley, +44 1270 524223
-0.26562, 51.49795, The Swan, GB-Chiswick, +44 20 8994 8262
-0.64800, 51.18612, The Stag On The River, GB-Lower Eashing, +44 1483 421568
-1.09119, 51.15669, The Yew Tree Inn, GB-Lower Weild, +44 1256 389224
-2.71735, 53.10480, The Pheasant Inn, GB-Burwardsley, +44 1829 770434
-0.84938, 51.52089, The Horns, GB-Crazies Hill, +44 118 940 1416
-0.67110, 52.65923, The Finches Arms, GB-Upper Hambledon, +44 1572 756575
1.67867, 52.32657, The Crown Hotel, GB-Southwold, +44 1502 722275
-2.79068, 53.87961, The Punch Bowl Inn, GB-Churchtown, +44 1995 603360
-2.58654, 50.92621, The Rose and Crown, GB-Bradford Abbas, +44 1935 474506
-1.04147, 53.87542, The Black Bull, GB-Escrick, +44 1904 728245
-2.05291, 51.59925, The Horse and Groom, GB-Charlton, +44 1666 823904
1.11002, 52.57087, The Green Dragon Inn, GB-Wymondham, +44 1953 607907
-2.06082, 50.93616, The Museum Inn, GB-Farnham, +44 1725 516261
0.02946, 52.12632, The Royal Oak, GB-Barrington, +44 1223 870791
-5.01512, 50.15875, The Victory Inn, GB-St Mawes, +44 1326 270324
-1.18573, 51.07135, The Tichbourne Arms, GB-Tichbourne, +44 1962 733760
-0.56462, 52.73427, The Olive Branch, GB-Clipsham, +44 1780 410355
-2.11911, 51.02385, The Forester Inn, GB-Donhead St Andrew, +44 1747 828038
-0.00774, 51.32450, The White Bear, GB-Fickleshole, +44 1959 573166
-2.27661, 50.81515, The Hambro Arms, GB-Milton Abbas, +44 1258 880233
-1.13381, 51.53817, The Letherne Bottel, GB-Goring, +44 1491 872667
-0.59212, 52.66835, The White Horse, GB-Empingham, +44 1780 460221
-1.99202, 51.05623, The Pembroke Arms, GB-Fovant, +44 1722 714201
-2.07637, 51.72733, The Bell Inn, GB-Sapperton, +44 1285 760298
-0.99132, 51.52492, The Greyhound, GB-Rotherfield Peppard, +44 118 972 2227
-2.23202, 53.15122, The Egerton Arms, GB-Astbury, +44 1260 273946
-1.64626, 51.90294, The Kings Head, GB-Bledington, +44 1608 658365
-2.35998, 51.38463, The Pig and Fiddle, GB-Bath, +44 1225 460868
-3.62096, 50.66750, The Nobody Inn, GB-Doddiscombsleigh, +44 1647 252394
-0.05935, 51.50316, The Captain Kidd, GB-Whitechapel, +44 20 7480 5759
-0.50227, 52.62584, The Exeter Arms, GB-Easton On The Hill, +44 1780 757503
-0.96936, 52.98031, The Reindeer, GB-East Bridgford, +44 1949 20227
-2.47430, 50.80918, The Royal Oak, GB-Cerne Abbas, +44 1300 341797
-1.10683, 54.07466, The Rose and Crown, GB-Sutton on the Forrest, +44 1347 811333
-3.05446, 54.18967, The Bay Horse, GB-Ulverston, +44 1229 583972
-3.71276, 50.51387, The Rising Sun, GB-Woodland, +44 1364 652544
-0.09742, 51.52620, The Leopard, GB-Clarkenwell, +44 20 7253 387
-1.74553, 53.06143, The Blue Bell Inn, GB-Tissington, +44 1335 350317
-0.68324, 52.61706, The Kings Arms, GB-Wing, +44 1572 737634
-3.59826, 50.46108, The Church House Inn, GB-Marldon, +44 1803 558279
-0.03632, 52.31753, The Old Ferryboat Inn, GB-Holywell, +44 1480 463227
-1.37762, 51.59247, The Boars Head, GB-Ardington, +44 1235 833254
-2.68867, 51.03302, The Kingsdon Inn, GB-Kingsdon, +44 1935 840543
-0.89956, 53.08173, The French Horn, GB-Upton, +44 1636 812394
-3.74310, 50.79629, The New Inn, GB-Coleford, +44 1363 84242
-0.67945, 51.00048, The Hollist Arms, GB-Lodsworth, +44 1798 861310
-2.73856, 51.24871, The Rodney Stoke Inn, GB-Rodney Stoke, +44 1749 870209
-2.07134, 53.22220, The Hanging Gate, GB-Sutton, +44 1260 252238
-1.91963, 51.08231, The Barford Inn, GB-Barford St Martin, +44 1722 742242
-0.23582, 51.49913, The Anglesea Arms, GB-Hammersmith, +44 20 8749 1291
-1.37604, 51.07968, The Plough, GB-Sparsholt, +44 1962 776353
-1.15761, 52.95367, The Playhouse Cafe Bar, GB-Nottingham, +44 115 941 8467
-1.32261, 51.98206, The Deddington Arms, GB-Deddington, +44 1869 338364
-1.65584, 53.08641, The Miners Arms, GB-Brassington, +44 1629 540222
-4.33431, 50.57650, The Springer Spaniel, GB-Treburley, +44 1579 370424
-1.27218, 51.75266, The White House, GB-Botley, +44 1865 242823
-3.66346, 50.39307, The Maltsters Arms, GB-Bow Creek, +44 1803 732350
-3.90830, 51.18704, The Fox and Goose Inn, GB-Parracombe, +44 1598 763239
-1.15015, 52.95172, Ye Olde Salutation Inn, GB-Nottingham, +44 115 958 9432
-1.19033, 54.21001, The Abbey Inn, GB-Byland Abbey, +44 1347 868204
0.79565, 52.10780, The Swan Hotel, GB-Lavenham, +44 1787 247477
-2.64330, 53.18310, The Alvaney Arms, GB-Cotebrook, +44 1829 760200
-4.99569, 50.52390, The Farmers Arms, GB-St Merryn, +44 1841 520303
-1.66416, 52.13444, The Bell, GB-Alderminster, +44 1789 450414
0.87371, 51.97159, The White Hart, GB-Nayland, +44 1206 263383
-2.17066, 51.39610, The Pear Tree Inn, GB-Whitely, +44 1225 709131
-1.58166, 51.39077, The Harrow Inn, GB-Little Bedwyn, +44 1672 870871
-1.78147, 52.05021, The Noel Arms Hotel, GB-Chipping Campden, +44 1386 840317
-1.28254, 52.09161, The George and Dragon, GB-Chacombe, +44 1295 711500
-1.61787, 53.24613, The Cavendish Hotel, GB-Baslow, +44 1246 582311
-5.53715, 50.08463, The Old Coastguard, GB-Mousehole, +44 1736 731222
-2.46614, 51.08132, The Montague Inn, GB-Shepton Montague, +44 1749 812733
-2.34256, 53.91474, The Spread Eagle, GB-Sawley, +44 1200 441202
-1.00200, 51.77532, The Green Dragon, GB-Haddenham, +44 1844 291403
-1.20634, 51.45387, The Pot Kiln, GB-Frilsham, +44 1635 201366
-1.64034, 53.14042, The Bowling Green, GB-Winster, +44 1629 650219
-0.99069, 51.86273, The Crooked Billet, GB-Ham Green, +44 1296 770239
-0.64057, 52.91214, The Beehive Inn, GB-Grantham, +44 1476 404554
-0.47817, 52.06113, The Knife and Cleaver, GB-Houghton Conquest, +44 1234 740387
-1.38883, 51.11030, The Fox and Hounds, GB-Crawley, +44 1962 776006
-1.00920, 53.09651, The Old Reindeer, GB-Edingley, +44 1623 882252
-0.71014, 52.56310, The Old White Hart, GB-Lyddington, +44 1572 821703
1.08420, 52.29437, The Four Horseshoes, GB-Thornham Magna, +44 1379 678777
0.20373, 51.13108, The Hare, GB-Langton Green, +44 1892 862419
-1.70531, 51.80683, Inn For All Seasons, GB-Little Barrington, +44 1451 844324
-1.44732, 51.40042, The Dundas Arms, GB-Kintbury, +44 1488 658263
-0.86494, 51.88474, The Black Boy, GB-Oving, +44 1296 641258
-0.67495, 50.98958, The Halfway Bridge Inn, GB-Lodsworth, +44 1798 861281
-1.12681, 52.95045, The Lord Nelson, GB-Nottingham, +44 115 911 0069
-1.35503, 51.84756, The Woodstock Arms, GB-Woodstock, +44 1993 811251
